variable,overall_var,between_var,within_var,within_share
rate_gap,1.2213023548099653,0.012265548034726315,1.238308720019758,1.0139247788582533
mortgage_rate_annual,0.4564307181246743,0.010072097885386438,0.4570204935955915,1.0012921467541458
move_flag,0.12579459420388484,0.0024597161559868214,0.12580156862745098,1.0000554429513469
balance_to_orig,44131.30764297027,2576.7195547665797,42387.425477760786,0.9604842399115434
